"","LID","License Number","License Type","Status","Licensee","Premises","Premises Address","Premises Mailing Address","Premises Owner","Premises Manager","County","Municipality","Last Issue Date","Expiration Date","lon","lat"
"2064",94068,"PV40360","Public Venue Restaurant","Active","OVATIONS FOOD SERVICES LP","METROPOLITAN OPERA HOUSE","858 N BROAD ST, PHILADELPHIA PA 19130","858 N BROAD ST, PHILADELPHIA PA 19130",NA,"CORINNE H ROBINSON","Philadelphia County","Philadelphia City","Jan 6,2026","Oct 31,2026",-75.1600465,39.9697581
"2065",39180,"R6340","Restaurant (Liquor)","Active","SOMETHING BEAUTIFUL, INC.","SOMETHING BEAUTIFUL, INC.","2634 E YORK ST, PHILADELPHIA PA 19125-3649","2634 E YORK ST, PHILADELPHIA PA 19125-3649",NA,"PATRICIA CONNOLLY","Philadelphia County","Philadelphia City","Jul 30,2025","Oct 31,2026",-75.1221837,39.9756993
"2066",134463,"R13743","Restaurant (Liquor)","Active","YIN & GANG III LLC","BAR CICCI","1620 SANSOM ST, PHILADELPHIA PA 19103","834 CHESTNUT ST C/O THE BREAD ROOM, PHILADELPHIA PA 19107","1620 SANSOM PA LLC","CHRISTINA M MCKEOUGH","Philadelphia County","Philadelphia City","Aug 19,2026","Oct 31,2026",-75.1679448,39.9504446
"2067",127909,"R13494","Restaurant (Liquor)","Active","GSV PA 1 LLC","GARAGE SALE VINTAGE","1148  FRANKFORD AVE, PHILADELPHIA PA 19123","1616 17TH  ST STE 362, DENVER CO 80202","1148 FRANKFORD PARTNERS, LLC","JOSHUA D SAMPSON","Philadelphia County","Philadelphia City","Nov 25,2025","Oct 31,2026",-75.134786,39.9683578
"2068",67811,"R648","Restaurant (Liquor)","Active","WINK REALTY LLC","WINK REALTY LLC","2301-07 E ALBERT ST, PHILADELPHIA PA 19125-2303","2301-07 E ALBERT ST, PHILADELPHIA PA 19125-2303",NA,"LAURA VIEGAS","Philadelphia County","Philadelphia City","Oct 16,2025","Oct 31,2026",-75.1204845,39.9825723
"2069",58234,"R747","Restaurant (Liquor)","Active","TOMBOI LLC","TOMBOI LLC","1705 CHANCELLOR ST, PHILADELPHIA PA 19103-6104","1705 CHANCELLOR ST, PHILADELPHIA PA 19103-6104",NA,"ANASTASIA VEY","Philadelphia County","Philadelphia City","Aug 20,2025","Oct 31,2026",-75.1695721,39.9494485
"2070",130775,"R8114","Restaurant (Liquor)","Active","ARIELLE INC","ARIELLE INC","2401 E ALLEGHENY AVE, PHILADELPHIA PA 19134-4402","2401 E ALLEGHENY AVE, PHILADELPHIA PA 19134-4402","SHAWN SZRANKOWSKI","ARIELLE M HOFFMAN","Philadelphia County","Philadelphia City","Oct 31,2025","Oct 31,2026",-75.1055842,39.9881082
"2071",44460,"R3909","Restaurant (Liquor)","Active","BUFFALO BILLIARDS PHILADELPHIA, L.P.","BUFFALO BILLIARDS PHILADELPHIA, L.P.","116-118 CHESTNUT ST, PHILADELPHIA PA 19106-3009","116-118 CHESTNUT ST, PHILADELPHIA PA 19106-3009",NA,"CELESTE AHERN","Philadelphia County","Philadelphia City","Jul 22,2025","Oct 31,2026",-75.1440432,39.9484018
"2072",114515,"R5756","Restaurant (Liquor)","Active","PA SELF POUR LLC","PA SELF POUR LLC","110-16 S 16TH  ST, PHILADELPHIA PA 19103","110-16 S 16TH  ST, PHILADELPHIA PA 19103","SC RITTENHOUSE ROW LLC","ROMAN MALISZEWSKI","Philadelphia County","Philadelphia City","Sep 2,2025","Oct 31,2026",-75.167614,39.9506919
"2073",58899,"R6733","Restaurant (Liquor)","Active","LABERINTOS DE PASION REST INC","LABERINTOS DE PASION REST INC","3166-68 G ST, PHILADELPHIA PA 19134-2419","3166-68 G ST, PHILADELPHIA PA 19134-2419",NA,"EVELYNE GOMEZ","Philadelphia County","Philadelphia City","Aug 1,2025","Oct 31,2026",-75.1156622,39.9965583
"2074",10103,"R1666","Restaurant (Liquor)","Active","FJB ENTERPRISES, INC.","BYRNE'S TAVERN","3301 RICHMOND ST, PHILADELPHIA PA 19134-6005","3301 RICHMOND ST, PHILADELPHIA PA 19134-6005",NA,"FRANK BYRNE","Philadelphia County","Philadelphia City","Aug 20,2025","Oct 31,2026",-75.0987652,39.9841667
"2075",104653,"R6143","Restaurant (Liquor)","Active","CALMHOUSEINTHESKY LLC","CALMHOUSEINTHESKY LLC","8235 GERMANTOWN AVE, PHILADELPHIA PA 19118","719 GLENGARRY RD, PHILADELPHIA PA 19118-4110","GLENGARRY PROPERTIES LP","ANTONIO D. PRESTA","Philadelphia County","Philadelphia City","Aug 27,2025","Oct 31,2026",-75.2032032,40.0742043
"2076",59510,"R87","Restaurant (Liquor)","Active","PAPI CLAUDIOS INC","PAPI CLAUDIOS INC","1020 E HUNTING PARK AVE STORE NO 2, PHILADELPHIA PA 19124","1020 E HUNTING PARK AVE STORE NO 2, PHILADELPHIA PA 19124",NA,"BENJAMIN LLORENS","Philadelphia County","Philadelphia City","May 15,2026","Oct 31,2026",-75.1072252,40.0108234
"2077",113979,"R11258","Restaurant (Liquor)","Active","RICO MEXICAN TACOS BAR & REST INC","RICO MEXICAN TACOS BAR & REST INC","2632 E LEHIGH AVE, PHILADELPHIA PA 19125-3840","2632 E LEHIGH AVE, PHILADELPHIA PA 19125-3840","LSS HOLDINGS LLC","GLADYS M RODRIGUEZ","Philadelphia County","Philadelphia City","Jan 21,2026","Oct 31,2026",-75.1149726,39.978362
"2078",60402,"R5996","Restaurant (Liquor)","Active","TACONY 2008 INC","TACONY 2008 INC","5921 TACONY ST, PHILADELPHIA PA 19135-4310","5921 TACONY ST, PHILADELPHIA PA 19135-4310",NA,"RONALD CRUDELE","Philadelphia County","Philadelphia City","Jun 10,2026","Oct 31,2026",-75.0562502,40.0133043
"2079",129083,"R44710","Restaurant (Liquor)","Active","CAONA GOODS LLC","HONEYSUCKLE","631 N BROAD ST, PHILADELPHIA PA 19123","631 N BROAD ST, PHILADELPHIA PA 19123","631 NORTH BROAD STREET LP","CYBILLE ST AUDE-TATE","Philadelphia County","Philadelphia City","Sep 24,2025","Oct 31,2026",-75.1607246,39.9646788
"2080",38242,"R121","Restaurant (Liquor)","Active","LOCUST TAVERN, LTD.","LOCUST TAVERN, LTD.","235 S 10TH ST, PHILADELPHIA PA 19107-5751","235 S 10TH ST, PHILADELPHIA PA 19107-5751",NA,"ANA KOENIG","Philadelphia County","Philadelphia City","Aug 14,2025","Oct 31,2026",-75.1574944,39.947249
"2081",133263,"R11314","Restaurant (Liquor)","Active","SHOP RITE SUPERMARKETS INC","SHOP RITE","11000 ROOSEVELT BLVD, SUITE 2, PHILADELPHIA PA 19116-3961","11000 ROOSEVELT BLVD, SUITE 2, PHILADELPHIA PA 19116-3961","LEBANON PAD LP","RICARDO SANTIAGO","Philadelphia County","Philadelphia City","Jul 7,2026","Oct 31,2026",-75.0095727,40.1019415
"2082",101467,"R5521","Restaurant (Liquor)","Active","BOWLS HOLDINGS PHILADELPHIA LLC","BOWLS HOLDINGS PHILADELPHIA LLC","1000 FRANKFORD AVE, PHILADELPHIA PA 19125-4116","C/O THE BOWLS LLC  104 W 29TH ST 11 FL, NEW YORK  10001","CORE EQUITY II, LP","NICHOLAS LEVINE","Philadelphia County","Philadelphia City","Jul 9,2025","Oct 31,2026",-75.1346806,39.9649452
"2083",97048,"R1120","Restaurant (Liquor)","Active","KREWSTOWN ROAD VENTURES LLC","KREWSTOWN ROAD VENTURES LLC","8929 KREWSTOWN RD, PHILADELPHIA PA 19115-4516","8929 KREWSTOWN RD, PHILADELPHIA PA 19115-4516","SMITH BROTHER, ZIEGLER GP DBA SUN VALLEY SHOPPING CENTER","HENRY P BICKEL","Philadelphia County","Philadelphia City","Aug 13,2025","Oct 31,2026",-75.0481721,40.0834676
"2084",80701,"R6753","Restaurant (Liquor)","Active","205-209 LL LLC","205-209 LL LLC","205-09 RACE ST  #102, PHILADELPHIA PA 19106","2337 PHILMONT AVE, HUNTINGDON VALLEY PA 19006","SECOND AND RACE STREETS, LP","KENNETH SZE","Philadelphia County","Philadelphia City","Oct 14,2025","Oct 31,2026",-75.143314,39.954048
"2085",40685,"R11178","Restaurant (Liquor)","Active","MAPLE ENTERPRISES, INC.","MAPLE ENTERPRISES, INC.","4901-03 LANCASTER AVE, PHILADELPHIA PA 19131-4604","4901-03 LANCASTER AVE, PHILADELPHIA PA 19131-4604",NA,"BUNKHENG HENG","Philadelphia County","Philadelphia City","Oct 1,2025","Oct 31,2026",-75.2197487,39.9739838
"2086",70417,"R11330","Restaurant (Liquor)","Active","BUTCHER BAR INC","BUTCHER BAR INC","2034 CHESTNUT ST, PHILADELPHIA PA 19103-4495","2034 CHESTNUT ST, PHILADELPHIA PA 19103-4495",NA,"STEPHANIE ALTES","Philadelphia County","Philadelphia City","Aug 19,2025","Oct 31,2026",-75.1748987,39.9520979
"2087",63903,"R808","Restaurant (Liquor)","Active","LA CURA INC","MACUMBA RESTAURANT BAR","4501 CASTOR AVE, PHILADELPHIA PA 19124-3045","4501 CASTOR AVE, PHILADELPHIA PA 19124-3045",NA,"MANUEL A SANCHEZ RODRIGUEZ","Philadelphia County","Philadelphia City","Jul 2,2026","Oct 31,2026",-75.0965198,40.0166989
"2088",72124,"R15503","Restaurant (Liquor)","Active","KQFH ATLANTIC INC","KQFH ATLANTIC INC","100 E GIRARD AVE, PHILADELPHIA PA 19125-3908","100 E GIRARD AVE, PHILADELPHIA PA 19125-3908",NA,"KEELY ZABORSKY","Philadelphia County","Philadelphia City","Jun 4,2026","Oct 31,2026",-75.1341748,39.9686486
"2089",70916,"R571","Restaurant (Liquor)","Active","2332 ORTHODOX INC","2332 ORTHODOX INC","2332 ORTHODOX ST, PHILADELPHIA PA 19137-1127","2332 ORTHODOX ST, PHILADELPHIA PA 19137-1127",NA,"CHOU LAO","Philadelphia County","Philadelphia City","Feb 27,2026","Oct 31,2026",-75.0782957,40.0066221
"2090",12921,"R7793","Restaurant (Liquor)","Active","WHITE DOG ENTERPRISES, INCORPORATED","WHITE DOG CAFE","3420-24 SANSOM ST, PHILADELPHIA PA 19104","3420-24 SANSOM ST, PHILADELPHIA PA 19104",NA,"JAKE WADE","Philadelphia County","Philadelphia City","Oct 14,2025","Oct 31,2026",-75.1929066,39.9535537
"2091",53656,"R11313","Restaurant (Liquor)","Active","2854 TASKER, INC.","2854 TASKER, INC.","2854 TASKER ST, PHILADELPHIA PA 19145-1234","2854 TASKER ST, PHILADELPHIA PA 19145-1234",NA,"PHELIM DEAN","Philadelphia County","Philadelphia City","Jul 14,2025","Oct 31,2026",-75.1927608,39.9334679
"2092",122258,"R14093","Restaurant (Liquor)","Active","NABRASA PHL LLC","NA BRASA BRAZILIAN STEAKHOUSE","1ST FLR & MEZZANINE KENNEDY HOUSE 1901 JOHN F KENNEDY BLVD, PHILADELPHIA PA 19103-1502","1ST FLR & MEZZANINE KENNEDY HOUSE 1901 JOHN F KENNEDY BLVD, PHILADELPHIA PA 19103-1502","KENNEDY HOUSE INC","GEORGE W CONNOR","Philadelphia County","Philadelphia City","Oct 14,2025","Oct 31,2026",NA,NA
"2093",65721,"R8491","Restaurant (Liquor)","Active","DOS COMPADRES LLC","DOS COMPADRES LLC","2321 FAIRMOUNT AVE, PHILADELPHIA PA 19130-2515","2321 FAIRMOUNT AVE, PHILADELPHIA PA 19130-2515",NA,"TIMOTHY SPINNER","Philadelphia County","Philadelphia City","Oct 1,2025","Oct 31,2026",-75.1760797,39.9675365
"2094",63811,"R9113","Restaurant (Liquor)","Active","UNCLES LLC","UNCLES LLC","1220 LOCUST ST, PHILADELPHIA PA 19107-5605","1220 LOCUST ST, PHILADELPHIA PA 19107-5605","CAMAC PARTNERS LP","MICHAEL J PASTORE","Philadelphia County","Philadelphia City","Jun 18,2026","Oct 31,2026",-75.1614757,39.9476799
"2095",90437,"R1920","Restaurant (Liquor)","Active","VIP 220 LLC","VIP 220 LLC","220 S 17TH ST, PHILADELPHIA PA 19103-6147","220 S 17TH ST, PHILADELPHIA PA 19103-6147","AP RAD VENTURE LP","DARRELL GREER","Philadelphia County","Philadelphia City","Aug 25,2025","Oct 31,2026",-75.1695094,39.9493449
"2096",69889,"R6346","Restaurant (Liquor)","Active","CIRCLES HALL INC","CIRCLES HALL INC","4800 N BROAD ST, PHILADELPHIA PA 19141-2108","4800 N BROAD ST, PHILADELPHIA PA 19141-2108",NA,"ROBIN T JONES","Philadelphia County","Philadelphia City","Nov 12,2025","Oct 31,2026",-75.1478397,40.0262935
"2097",69713,"R9879","Restaurant (Liquor)","Active","WALNUT SUPPER CLUB INC","WALNUT SUPPER CLUB INC","1227-1229 WALNUT ST, PHILADELPHIA PA 19107-4914","1227-1229 WALNUT ST, PHILADELPHIA PA 19107-4914","1227 WALNUT LLC","KIM HUYNH","Philadelphia County","Philadelphia City","Oct 31,2025","Oct 31,2026",-75.1618106,39.9492144
"2098",114847,"R5597","Restaurant (Liquor)","Active","BAR1010 LLC","BAR1010 LLC","701 N 2ND ST, PHILADELPHIA PA 19123","701 N 2ND ST, PHILADELPHIA PA 19123","701 N 2ND LP","MICHAEL D FITZICK","Philadelphia County","Philadelphia City","Oct 31,2025","Oct 31,2026",-75.1408644,39.9619467
"2099",106318,"R3087","Restaurant (Liquor)","Active","SMALLS 1643 INC","SMALLS 1643 INC","1643-45-47 HUNTING PARK AVE, PHILADELPHIA PA 19140-2909","1643-45-47 HUNTING PARK AVE, PHILADELPHIA PA 19140-2909","SMALLS 1643 INC","LAWRENCE B SMALLS","Philadelphia County","Philadelphia City","Nov 4,2025","Oct 31,2026",-75.1544039,40.0159103
"2100",11495,"R4576","Restaurant (Liquor)","Active","SID BOOKER'S STINGER LOUNGE, INC.","SID BOOKER'S STINGER LOUNGE, INC.","4600-06 N BROAD ST, PHILADELPHIA PA 19140","4600-06 N BROAD ST, PHILADELPHIA PA 19140","SIDNEY BOOKER","WANDA D (AKA DARLENE) EBRON","Philadelphia County","Philadelphia City","Jan 22,2026","Oct 31,2026",-75.1483612,40.0233754
"2101",133088,"R250","Restaurant (Liquor)","Active","PALM VINTAGE CAFES SUSHI & TEAS LLC","PALM VINTAGE CAFES SUSHI & TEAS LLC","1414 S PENN SQ, PHILADELPHIA PA 19102","1414 S PENN SQ, PHILADELPHIA PA 19102","SFRR LLC","HOUSTON YANG","Philadelphia County","Philadelphia City","Sep 8,2026","Oct 31,2026",-75.1649,39.95159
"2102",42202,"R4405","Restaurant (Liquor)","Active","MARATHON GRILL RITTENHOUSE SQUARE, L.P.","MARATHON ON THE SQUARE","1839-41 SPRUCE ST, PHILADELPHIA PA 19103-5803","1839-41 SPRUCE ST, PHILADELPHIA PA 19103-5803",NA,"JAY BORISH","Philadelphia County","Philadelphia City","Jul 1,2025","Oct 31,2026",-75.1726188,39.9481101
"2103",45684,"R12067","Restaurant (Liquor)","Active","T.B. STENTON, INC.","T.B. STENTON, INC.","6402 STENTON AVE, PHILADELPHIA PA 19150-3708","6402 STENTON AVE, PHILADELPHIA PA 19150-3708",NA,"JUDITH C BOWEN","Philadelphia County","Philadelphia City","Sep 16,2025","Oct 31,2026",-75.1674934,40.0604359
"2104",109385,"R15511","Restaurant (Liquor)","Active","SIN PHILADELPHIA LLC","SIN","1102 GERMANTOWN  AVE, PHILADELPHIA PA 19123","3335 PIETRO WAY, PHILADELPHIA PA 19145","SDG 1102 GERMANTOWN AVE LLC","JUSTIN VEASEY","Philadelphia County","Philadelphia City","Oct 31,2025","Oct 31,2026",-75.1400319,39.967993
"2105",64191,"R1426","Restaurant (Liquor)","Active","4659 URUGUAY INC","4659 URUGUAY INC","4659-61 N 5TH ST, PHILADELPHIA PA 19140-1419","4659-61 N 5TH ST, PHILADELPHIA PA 19140-1419",NA,"DANIEL VARON","Philadelphia County","Philadelphia City","Jul 15,2025","Oct 31,2026",-75.1333071,40.0225179
"2106",68946,"R260","Restaurant (Liquor)","Active","JUSTAPLUMBER INC","JUSTAPLUMBER INC","1318-22 CHANCELLOR ST, PHILADELPHIA PA 19107-5470","1318-22 CHANCELLOR ST, PHILADELPHIA PA 19107-5470","LORD CHANCELLOR LLC","MARK BEE","Philadelphia County","Philadelphia City","Jul 2,2026","Oct 31,2026",-75.1630273,39.9484908
"2107",104628,"R8621","Restaurant (Liquor)","Active","CUE RECORDS INC","CUE RECORDS INC","400-402 E GIRARD AVE , PHILADELPHIA PA 19125","400-402 E GIRARD AVE , PHILADELPHIA PA 19125","TG PROPERTIES LLC","ADAM A PORTER","Philadelphia County","Philadelphia City","Feb 12,2026","Oct 31,2026",-75.1302031,39.9700178
"2108",51288,"R11310","Restaurant (Liquor)","Active","GUS 61, INC.","GUS 61, INC.","3275 S 61 ST, PHILADELPHIA PA 19153-3502","3275 S 61 ST, PHILADELPHIA PA 19153-3502",NA,"ROBERT C GLENN","Philadelphia County","Philadelphia City","Aug 11,2025","Oct 31,2026",-75.2086561,39.9186553
"2109",63365,"R5469","Restaurant (Liquor)","Active","LUCKY DRINKS LLC","TO-KAI SUSHI & HIBACHI STEAKHOUSE","1699 GRANT AVE, PHILADELPHIA PA 19115-3149","1699 GRANT AVE, PHILADELPHIA PA 19115-3149",NA,"XIU LIU","Philadelphia County","Philadelphia City","Oct 31,2025","Oct 31,2026",-75.0379556,40.0866115
"2110",71040,"R652","Restaurant (Liquor)","Active","GRGFC1 LLC","GRGFC1 LLC","1901 CALLOWHILL ST UNIT C, PHILADELPHIA PA 19130-4150","1901 CALLOWHILL ST UNIT C, PHILADELPHIA PA 19130-4150",NA,"STEVEN L GRAVELY","Philadelphia County","Philadelphia City","Nov 5,2025","Oct 31,2026",-75.1709523,39.9609267
"2111",89764,"R2926","Restaurant (Liquor)","Active","90DEL125 LLC","90DEL125 LLC","901-25 N DELAWARE AVE, PHILADELPHIA PA 19123","100 N 20TH ST STE 200, PHILADELPHIA PA 19103-1454","POPLAR REALTY INVESTMENTS, LP","DYLAN M HUGHES","Philadelphia County","Philadelphia City","Jun 10,2026","Oct 31,2026",-75.13565,39.962615
"2112",52783,"R173","Restaurant (Liquor)","Active","920-22 28TH STREET BAR & GRILL, INC.","920-22 28TH STREET BAR & GRILL, INC.","920-22 N 28TH ST, PHILADELPHIA PA 19130-1229","920-22 N 28TH ST, PHILADELPHIA PA 19130-1229",NA,"BRIAN MORRIS","Philadelphia County","Philadelphia City","Aug 28,2025","Oct 31,2026",-75.1821981,39.9738018
"2113",90448,"R7287","Restaurant (Liquor)","Active","RAMBLERS LLC","RAMBLERS LLC","2911 HOLME AVE, PHILADELPHIA PA 19136-1009","4110 ORCHARD LANE, PHILADELPHIA PA 19154","7701 WALKER STREET LLC","MICHAEL BOJANOWSKI","Philadelphia County","Philadelphia City","Jul 8,2025","Oct 31,2026",-75.0273499,40.0568123
"2114",55283,"R6297","Restaurant (Liquor)","Active","LID'S CAFE SOCIETY, INC.","LID'S CAFE SOCIETY, INC.","2243 TASKER ST, PHILADELPHIA PA 19145-1328","2243 TASKER ST, PHILADELPHIA PA 19145-1328",NA,"MEHARI G GEBRESELASSIE","Philadelphia County","Philadelphia City","Jul 28,2025","Oct 31,2026",-75.1829601,39.9325032
"2115",66160,"R9460","Restaurant (Liquor)","Active","3651 N 5TH ENTERPRISES LLC","3651 N 5TH ENTERPRISES LLC","3651 N 5TH ST, PHILADELPHIA PA 19140-4525","3651 N 5TH ST, PHILADELPHIA PA 19140-4525","3651 N 5TH REAL ESTATE VENTURES LLC","SCOTT KAING","Philadelphia County","Philadelphia City","Oct 14,2025","Oct 31,2026",-75.1366938,40.0071721
"2116",111442,"R38","Restaurant (Liquor)","Active","BLAZE UNIVERSITY CITY LLC","LASCALA'S FIRE","3200 CHESTNUT ST WEST BLDG RETAIL B, PHILADELPHIA PA 19104","3200 CHESTNUT ST WEST BLDG RETAIL B, PHILADELPHIA PA 19104","DREXEL UNIVERSITY","ROBERT C LASCALA","Philadelphia County","Philadelphia City","Aug 5,2025","Oct 31,2026",-75.1892727,39.9538874
"2117",115245,"R858","Restaurant (Liquor)","Active","MY LOUP LLC","MY LOUP LLC","2005 WALNUT ST, PHILADELPHIA PA 19103-4400","2005 WALNUT ST, PHILADELPHIA PA 19103-4400","MICHAEL SINGER 2005 GST EXEMPT TRUST FOR DAVID SINGER, MICHAEL SINGER 2005 GST EXEMPT TRUST FOR JACO","ALEXANDRE K ROUSSY","Philadelphia County","Philadelphia City","Aug 21,2025","Oct 31,2026",-75.1739887,39.950786
"2118",36112,"R13530","Restaurant (Liquor)","Active","C. LEE, INC.","C. LEE, INC.","2272 N BOUVIER ST, PHILADELPHIA PA 19132-4321","2272 N BOUVIER ST, PHILADELPHIA PA 19132-4321",NA,"KIM RANN","Philadelphia County","Philadelphia City","Dec 23,2025","Oct 31,2026",-75.1618667,39.9885678
"2119",102767,"R15521","Restaurant (Liquor)","Active","RIP TIDE LLC","SPLITSVILLE CAFE","3075 HOLME AVE, PHILADELPHIA PA 19136","3075 HOLME AVE, PHILADELPHIA PA 19136","SANDBAR LLC","SCOTT W HUGHES","Philadelphia County","Philadelphia City","Jul 31,2025","Oct 31,2026",-75.0162034,40.0569318
"2120",37600,"R1187","Restaurant (Liquor)","Active","STOKES SPORTS BAR, INC.","STOKES SPORTS BAR, INC.","2651 S 16TH ST, PHILADELPHIA PA 19145-4602","2651 S 16TH ST, PHILADELPHIA PA 19145-4602",NA,"ANTHONY ALBERTO","Philadelphia County","Philadelphia City","Oct 7,2025","Oct 31,2026",-75.1743776,39.9174096
"2121",92503,"R5241","Restaurant (Liquor)","Active","PJ CLARKES AT THE CURTIS LLC","PJ CLARKES AT THE CURTIS","601 WALNUT ST  170 S INDEPENDANCE WEST MALL, PHILADELPHIA PA 19106","601 WALNUT ST  170 S INDEPENDANCE WEST MALL, PHILADELPHIA PA 19106","PJ CLARKES AT THE CURTIS LLC","PHILIP  SCOTTI","Philadelphia County","Philadelphia City","Nov 4,2025","Oct 31,2026",-75.1518312,39.9481192
"2122",93324,"R3916","Restaurant (Liquor)","Active","BERKSHIRE COFFEE LLC","BERKSHIRE COFFEE LLC","1934-40 N FRONT ST, PHILADELPHIA PA 19122",NA,"North Front Street Properties, LLC","YANINA CHEPURA","Philadelphia County","Philadelphia City","Aug 7,2025","Oct 31,2026",-75.1336444,39.9795978
"2123",37861,"R4886","Restaurant (Liquor)","Active","DANTE & LUIGI'S, INC.","DANTE & LUIGI'S, INC.","760-762 S 10TH ST, PHILADELPHIA PA 19147-2742","760-762 S 10TH ST, PHILADELPHIA PA 19147-2742",NA,"CONSTANCE REIVER","Philadelphia County","Philadelphia City","Sep 24,2025","Oct 31,2026",-75.1594878,39.9401498
"2124",72731,"R3789","Restaurant (Liquor)","Active","WISHBONE RESTAURANT LLC","WISHBONE RESTAURANT LLC","210 S 13TH ST, PHILADELPHIA PA 19107-5491","325 CHESTNUT ST STE 713, PHILADELPHIA PA 19106-2607",NA,"ALAN SEGEL","Philadelphia County","Philadelphia City","Aug 20,2025","Oct 31,2026",-75.1624904,39.9484712
"2125",65808,"R15473","Restaurant (Liquor)","Active","CIGARS ON WALNUT LLC","CIGARS ON WALNUT LLC","1522 WALNUT ST  2ND FL, PHILADELPHIA PA 19102-3601","1522 WALNUT ST  2ND FL, PHILADELPHIA PA 19102-3601",NA,"ROBERT A KROL JR","Philadelphia County","Philadelphia City","Apr 16,2026","Oct 31,2026",-75.1671065,39.9494488
"2126",71236,"R9494","Restaurant (Liquor)","Active","517 RJ INC","517 RJ INC","201 W CLARKSON AVE, PHILADELPHIA PA 19120-2816","201 W CLARKSON AVE, PHILADELPHIA PA 19120-2816","CHHAI SIM","MICHAEL HALTERMAN","Philadelphia County","Philadelphia City","Jul 7,2025","Oct 31,2026",-75.1258468,40.0344704
"2127",67204,"R457","Restaurant (Liquor)","Active","809 SPORT BAR INC","809 SPORT BAR INC","3405 N 2ND ST, PHILADELPHIA PA 19140-4601","3405 N 2ND ST, PHILADELPHIA PA 19140-4601",NA,"GONZALO A RODRIGUEZ TORRES","Philadelphia County","Philadelphia City","Sep 30,2025","Oct 31,2026",-75.1323144,40.0024176
"2128",105383,"R14645","Restaurant (Liquor)","Active","KL 5527 INC","KL 5527 INC","5527 BALTIMORE AVE, PHILADELPHIA PA 19143-2841","5527 BALTIMORE AVE, PHILADELPHIA PA 19143-2841","RATTANAK TANG AND SREY N KE","HENG S LIM","Philadelphia County","Philadelphia City","Jun 24,2026","Oct 31,2026",-75.2345143,39.9473534
"2129",81453,"R6276","Restaurant (Liquor)","Active","7101 PT RESTAURANT INC","7101 PT RESTAURANT INC","7101 RISING SUN AVE, PHILADELPHIA PA 19111-3924","7101 RISING SUN AVE, PHILADELPHIA PA 19111-3924","MARYBARBARA BELL","JOHN BELL","Philadelphia County","Philadelphia City","Dec 18,2025","Oct 31,2026",-75.0868397,40.0581936
"2130",100231,"R10265","Restaurant (Liquor)","Active","1907 SANSOM ST OPERATING INC","1907 SANSOM ST OPERATING INC","1905-1907 SANSOM ST, PHILADELPHIA PA 19103-4603","1905-1907 SANSOM ST, PHILADELPHIA PA 19103-4603","MICHAEL SINGER","KATIE E HOLLAND","Philadelphia County","Philadelphia City","Aug 6,2025","Oct 31,2026",-75.1723736,39.9513112
"2131",41545,"R7108","Restaurant (Liquor)","Active","CARVER'S SALOON, INC.","THE BISHOP'S COLLAR","2349 FAIRMOUNT AVE, PHILADELPHIA PA 19130-2515","2349 FAIRMOUNT AVE, PHILADELPHIA PA 19130-2515",NA,"JEFFREY KEEL","Philadelphia County","Philadelphia City","Oct 14,2025","Oct 31,2026",-75.176879,39.9675656
"2132",131366,"R2115","Restaurant (Liquor)","Active","FONTANA 1701 INC","LA FONTANA DELLA CITTA","1701 SPRUCE ST, PHILADELPHIA PA 19103","37-41 ASHLAND AVE, BALA CYNWYD PA 19004","FONTANA 1701 INC","HAZBI DAKU","Philadelphia County","Philadelphia City","May 8,2026","Oct 31,2026",-75.1697005,39.947769
